claim_id,arxiv_id,paradigm,confidence,o1_pass,o1_reason,o2_pass,o2_reason,o3_pass,o3_reason,o4_pass,o4_reason,o5_pass,o5_reason,o6_pass,o6_reason,o7_pass,o7_reason,overall_verdict,notes,operationalizability_category,audit_eligibility_reason,claim_verbatim,claim_location,proposed_formalization,review_notes
ext_2202_14025v1_legacy_claim23,2202.14025v1,compilation,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/ArlineQ/arline_benchmarks', 'https://github.com/CQCL/pytket', 'https://github.com/Qiskit', 'https://github.com/quantumlib/Cirq']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"In the case of Grover search circuits only, PytketChem subroutine was able to achieve two-qubit gate count compression.",worksheet Stage 3 accepted claim,"{""problem"": ""Grover search circuit compression"", ""baseline_A"": ""PytketChem"", ""baseline_B"": ""other subroutines"", ""metric"": ""two-qubit gate count compression"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""subroutine_vs_subroutine""}","Only-vs-others comparison is clear, but other subroutines are implicit."
ext_2108_11874v1_legacy_claim5,2108.11874v1,compilation,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://doi.org/10.5281/zenodo.3832121', 'https://github.com/qis-unipr/noise-adaptive-compiler']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Instead, with square and shallow circuits, α = 0.5 seems a better choice.",worksheet Stage 3 accepted claim,"{""problem"": ""alpha tuning for qiskit na on square and shallow circuits"", ""baseline_A"": ""alpha = 0.5"", ""baseline_B"": ""other alpha settings"", ""metric"": ""evaluation performance / Hellinger fidelity context"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""parameter_vs_parameter""}",The alpha value and circuit classes are explicit; the metric is inferred from c5 and surrounding impact-of-alpha discussion.
ext_2304_08814v2_claim3,2304.08814v2,compilation,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://cqcl.github.io/pytket-qiskit/api/index.html#default-compilation', 'https://github.com/Aerylia/pauliopt/tree/paper/reverse-traversal']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"We also show that supplementary algorithms such as Reverse Traversal and simulated annealing might improve the generated CNOT count slightly, but the effect is negligable in most settings and generally not worth the additional compiler runtime.","Page 1, In the NISQ era, where quantum computing is dominated by hybrid quantum, character 848","{""problem"": ""phase-polynomial compiler post-optimization"", ""baseline_A"": ""Reverse Traversal/simulated annealing supplements"", ""baseline_B"": ""base synthesis without supplements"", ""metric"": ""CNOT gate count improvement vs runtime"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",The sentence states slight CNOT improvement but requires interpreting net value from runtime tradeoff.
ext_2409_14786v3_claim5,2409.14786v3,variational,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://gitlab.com/'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"However, the Parity QAOA circuit for the complete graph with N = 21 includes about 3 .6 times more CNOT gates (This is again an upper bound provided by Parity LB).","Page 13, Parity QAOA circuit has a depth 5 times smaller than, character 59132","{""problem"": ""complete-graph signed Max-Cut N=21"", ""baseline_A"": ""Parity QAOA"", ""baseline_B"": ""vanilla QAOA"", ""metric"": ""CNOT gate count"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""discrete"", ""comparator_type"": ""ansatz_vs_ansatz""}",Comparator is from surrounding figure context; direction and metric explicit.
ext_2406_06836v3_claim5,2406.06836v3,compilation,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"For other transpilation scenarios, the qBraid-SDK demonstrates the best overall capabilities and should be considered the go-to solution.","Page 6, Across diff erent circuit types and transpilation tasks,, character 23746","{""problem"": ""other SDK transpilation scenarios"", ""baseline_A"": ""qBraid-SDK"", ""baseline_B"": ""specialized transpiler extensions"", ""metric"": ""overall transpilation capability"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Comparator set is inferred from preceding scenario discussion.
ext_2409_10739v3_claim4,2409.10739v3,variational,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://networkx.github.io'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"For the multipopulation with gf = 5 , we still achieve better or on-par results, with a lower population size than the single population does with npop = 20.","Page 5, On the other hand, the right panel illustrating results for, character 23783","{""problem"": ""distributed E-QAOA population strategy"", ""baseline_A"": ""multi-population gf=5"", ""baseline_B"": ""single population npop=20"", ""metric"": ""result quality at lower population size"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Requires surrounding context to identify result metric.
ext_2411_00518v2_claim3,2411.00518v2,variational,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/Damuna/'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"It should be noted, however, that it achieves significantly better probability values between five and ten items compared to the QTGbased AAM-QAOA, with the global maxima being around 0.9 and 0.55, respectively.","Page 9, Copula-QAOA is rather negligible, even for larger numbers, character 44766","{""problem"": ""5-10 item knapsack instances"", ""baseline_A"": ""Copula-QAOA"", ""baseline_B"": ""QTG-based AAM-QAOA"", ""metric"": ""probability value"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Pronoun “it” resolved from paragraph context as Copula-QAOA.
ext_2411_00518v2_claim4,2411.00518v2,variational,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/Damuna/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Despite achieving a better QAOA method with improved approximation ratios compared to Copula-QAOA, our findings suggest that the classical greedy approach remains more effective overall for large and complex problem instances.","Page 9, QTG-based QAOA as a special case, will find the global, character 47204","{""problem"": ""large/complex knapsack instances"", ""baseline_A"": ""classical greedy approach"", ""baseline_B"": ""QTG-QAOA"", ""metric"": ""overall effectiveness"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Composite sentence; primary retained claim is greedy vs QTG for large instances.
ext_2409_19820v1_claim2,2409.19820v1,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Overall Qompose is close to the Oracle and significantly improves over the worst case.,Local text character 40856,"{""problem"": ""neutral-atom topology selection on randomly generated circuits"", ""baseline_A"": ""Qompose"", ""baseline_B"": ""worst-case fixed topology"", ""metric"": ""total pulse count"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Metric comes from immediate figure context; clean sentence replaces prior trailing-fragment claim for fixed-shape comparison.
ext_2303_02830v1_claim3,2303.02830v1,compilation,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/CQCL/tket'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"These results also show that the diﬀerence in compilation eﬃciency becomes more apparent as the size of the circuit increases, indicating that ISAAQ is particularly eﬀective for large circuits.","Page 12, 40RMSE, character 48329","{""problem"": ""large-circuit qubit routing"", ""baseline_A"": ""ISAAQ"", ""baseline_B"": ""other compilers"", ""metric"": ""compilation efficiency"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Comparator from preceding result context.
ext_2409_15055v2_claim4,2409.15055v2,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,This clearly shows that DCQAOA(NC) is more robust compared to QAOA.,"Page 6, DC-QAOA(NC), character 27342","{""problem"": ""noisy SK/MaxCut optimization"", ""baseline_A"": ""DC-QAOA(NC)"", ""baseline_B"": ""QAOA"", ""metric"": ""robustness/fidelity under noise"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Metric from surrounding noise simulation section.
ext_2311_02151v2_claim1,2311.02151v2,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"While formally not excluding a faster runtime, our results suggests that there are no clear scaling advantages of the parity-encoded algorithm compared to the standard QAOA algorithm, that would justify the quadratic qubit Elisabeth Wybo: [redacted-email] Martin Leib: [redacted-email] Accepted in Quantum 2024-11-24, click title to verify.","Page 1, However, apart from this clear advantage that qubit routing is not needed, it is unclear if such a, character 3159","{""problem"": ""spin-glass QAOA scaling"", ""baseline_A"": ""standard QAOA"", ""baseline_B"": ""parity-encoded QAOA"", ""metric"": ""scaling advantage/runtime justification"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",PDF footer intrudes; claim direction is no clear parity advantage.
ext_2407_17325v2_claim1,2407.17325v2,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"The results demonstrate that our distributed QAOA framework achieves significant improvements in computational speed and accuracy, showcasing its potential to solve complex optimization problems efficiently in the NISQ era.","Page 1, Intermediate-Scale Quantum (NISQ) devices, which are hindered, character 1545","{""problem"": ""distributed QAOA framework"", ""baseline_A"": ""noise-aware distributed QAOA"", ""baseline_B"": ""naive/single-QPU QAOA strategy"", ""metric"": ""computational speed and accuracy"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Comparator inferred from framework comparison section.
ext_2407_17325v2_claim4,2407.17325v2,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"The graph illustrates the relative performance of each device topology, with distributed-QAOA showcasing enhanced sampling efficiency in the distributed quantum system.","Page 5, IBM Cairo, IBM Perth, IBM Auckland (T-shape), and IBM Guadalupe, character 20645","{""problem"": ""distributed quantum system QAOA"", ""baseline_A"": ""distributed-QAOA"", ""baseline_B"": ""non-distributed QAOA"", ""metric"": ""sampling efficiency"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Comparator inferred from figure context.
ext_2302_02278v2_claim2,2302.02278v2,variational,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/SRI-Inter', 'https://github.com/SRI-International/QC-App-OrientedBenchmarks', 'https://github.com/SRI-International/QC-AppOriented-Benchmarks', 'https://github.com/usra-riacs']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"This is counterintuitive and reveals that, given the data used to generate this analysis, the best parameter values are given with the COBYLA iterations set to 30 and 100 restarts and only 50 shots.",Strategy plots,"{""problem"": ""QAOA MaxCut benchmarking"", ""baseline_A"": ""30 COBYLA iterations + 100 restarts + 50 shots"", ""baseline_B"": ""other tested settings"", ""metric"": ""performance_profile"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""depth_vs_depth""}",Comparator is tested grid.
ext_2302_02278v2_claim5,2302.02278v2,variational,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/SRI-Inter', 'https://github.com/SRI-International/QC-App-OrientedBenchmarks', 'https://github.com/SRI-International/QC-AppOriented-Benchmarks', 'https://github.com/usra-riacs']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Moreover, it highlights that the number of classical minimizer iterations should be increased before the number of restarts when more resources become available, always aiming to keep the number of shots small.",Strategy guidance,"{""problem"": ""QAOA MaxCut benchmarking"", ""baseline_A"": ""more classical minimizer iterations"", ""baseline_B"": ""more restarts/shots"", ""metric"": ""resource_priority_for_approximation_ratio"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""depth_vs_depth""}",Recommendation from strategy plot.
ext_2108_02099v2_claim5,2108.02099v2,compilation,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/quantumlib/Cirq/graphs/contributors'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Furthermore, experimental results of running QAOA on the IBMQ Montreal device show that this substantial compilation overhead reduction provides signiﬁcant improvement in application performance.",Hardware execution results,"{""problem"": ""QAOA on IBMQ Montreal"", ""baseline_A"": ""2QAN-compiled circuits"", ""baseline_B"": ""baseline compiled circuits"", ""metric"": ""application_performance"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Comparator inferred from experimental setup.
ext_2402_02585v1_claim5,2402.02585v1,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Direction is equality/boundary rather than a strict directional claim.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,unclear,Problem family is very terse and may need human clarification.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"10(b), although at small 1 /P the performance of TensorOrder is better than G-QAOA, the performance at large 1 /P is comparable to G-QAOA, although TensorOrder does not sample solutions as G-QAOA ends up doing in its implementation.",Classical comparison appendix,"{""problem"": ""3-SAT"", ""baseline_A"": ""G-QAOA"", ""baseline_B"": ""TensorOrder"", ""metric"": ""solution_sampling_at_large_inverse_probability"", ""direction"": ""A >= B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Mixed comparison; G-QAOA comparable at large 1/P and samples solutions.
ext_2003_08408v2_claim2,2003.08408v2,compilation,MEDIUM,pass,Loose O1: strict output found repository evidence; loose standard does not require pinned commit/tag/archive.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Moreover, the section details how the extracted expressions are optimized in order to arrive at (near-)symbolic expressions that may be evaluated much faster.",Symbolic expression evaluation,"{""problem"": ""symbolic resource/error estimation"", ""baseline_A"": ""optimized extracted expressions"", ""baseline_B"": ""direct/non-symbolic evaluation"", ""metric"": ""evaluation_runtime"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Comparator from surrounding methodology context.
ext_2101_10296v3_claim6,2101.10296v3,variational,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,"Repo evidence sample: ['https://github.com/danlkv/QTensor', 'https://github.com/rsln-s/']",not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"We note that the observed running times of nauty are slower than those reported in [28] and can be further improved by careful tuning, which we purposefully avoided.",Boundary candidate,"{""problem"": ""graph automorphism preprocessing for QAOA symmetry reduction"", ""baseline_A"": ""nauty timings reported in [28]"", ""baseline_B"": ""observed untuned nauty timings in this paper"", ""metric"": ""graph_automorphism_solver_runtime"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}","Accepted under Q1-Q4-only correction. The comparison is peripheral/tool-tuning context, but centrality is not a valid rejection criterion."
ext_2105_06240v2_claim3,2105.06240v2,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,unclear,Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.,fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,We demonstrate this advantage for devices with nearest neighbor CNOT interactions by comparing the parity architecture to state-of-the-art gate model compilers and for architectures that feature 4-body couplers.,Benchmark description/results,"{""problem"": ""QAOA parity compilation"", ""baseline_A"": ""parity architecture"", ""baseline_B"": ""state-of-the-art gate-model compilers"", ""metric"": ""cnot_resource_requirement"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Demonstration statement; metric/context from same sentence.
ext_2007_15671v1_claim5,2007.15671v1,compilation,MEDIUM,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,"Repo evidence sample: ['https://github.com/UCLA-VAST/OLSQ', 'https://github.com/iic-jku/minimal_ibm_qx_mapping', 'https://github.com/prakashmurali/TriQ']",audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"In some cases, TriQ has slightly better fidelity results by leveraging larger depths.",Boundary candidate,"{""problem"": ""transition-based layout synthesis fidelity exception cases"", ""baseline_A"": ""TriQ"", ""baseline_B"": ""TB-OLSQ / OLSQ-family layout synthesis"", ""metric"": ""fidelity"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}","Accepted under Q1-Q4-only correction. The claim is conditional/narrow, but narrowness is not a valid rejection criterion; condition preserved in problem field and notes."
ext_2411_10062v1_claim3,2411.10062v1,variational,MEDIUM,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,Working on noisy quantum computers might be advantageous for the QUBO formulation because of a simpler quantum circuit with a smaller depth.,Noisy-computer discussion,"{""problem"": ""railway timetabling QAOA"", ""baseline_A"": ""QUBO formulation"", ""baseline_B"": ""PUBO formulation"", ""metric"": ""circuit_depth"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""discrete"", ""comparator_type"": ""ansatz_vs_ansatz""}",Modal/trade-off claim retained as MEDIUM.
