claim_id,paper_id,source_file_or_record,source_evidence_status,source_location,source_excerpt,previous_accepted_comparative_claim,adjudicated_accepted_comparative_claim,previous_claim_card_specifiable,adjudicated_claim_card_specifiable,P,B_A,B_B,M,R,previous_relation_type,adjudicated_relation_type,previous_scalar_directional,adjudicated_scalar_directional,previous_planning_feasible,adjudicated_planning_feasible,adjudicated_scalar_oriented_planning_record,previous_exact_proxy_free_materialized,adjudicated_exact_proxy_free_materialized,previous_broader_auditable_design,adjudicated_broader_auditable_design,strongest_adjudicated_mode,formal_checker,optional_cellwise_Wilson_diagnostic,primary_blocker_if_any,blocker_is_source_reporting_limitation_yes_no,blocker_is_methodology_limitation_yes_no,decision_changed_yes_no,change_type,adjudication_confidence,human_review_needed_yes_no,notes
ext_2411_19388v1_claim6,2411.19388v1,data/slr/paper_texts/2411.19388v1.txt,verified_sentence,line 592,"show that for small systems ( N ≈ 8), the QAOA outperforms the MF-AOA. However, as the system size increases ( N ≈ 20), the MF-AOA surpasses the QAOA. Interestingly, for small values of p, the QAOA’s approximation ratio remains nearly independent of the system",true,true,true,true,QAOA vs MF-AOA on random Max-kXOR at larger system size,MF-AOA,QAOA,ensemble-averaged approximation ratio Mp,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2411_19388v1_claim7,2411.19388v1,data/slr/paper_texts/2411.19388v1.txt,insufficient_context,,,true,true,true,true,QAOA vs MF-AOA on hard random Max-kXOR instances,high-depth QAOA,MF-AOA,ensemble-averaged approximation ratio Mp,A > B at sufficiently high circuit depth,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2411_19388v1_claim8,2411.19388v1,data/slr/paper_texts/2411.19388v1.txt,verified_sentence,line 601,"MF-AOA’s approximation ratio as the circuit depth increases. However, the QAOA requires relatively high circuit depths to match the Mp value achieved by the classical benchmark for both low and high k values. Notably, for the easy case( r = 0.5) at k = 5, the QAOA matches",true,true,true,true,QAOA depth required to match classical benchmark on random Max-kXOR,MF-AOA classical benchmark,QAOA,circuit depth required to match Mp,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2412_13271v1_claim5,2412.13271v1,data/slr/paper_texts/2412.13271v1.txt,verified_sentence,line 799,"the exact solution. In both cases, the trigonometric kernels improve upon the performance of the bare RotoSolve without GPM: we find both",true,true,true,true,RotoGP optimization with GPM kernels,RotoGP with trigonometric kernels,bare RotoSolve without GPM,optimization accuracy and convergence speed,A > B,multi_objective,multi_objective,false,false,true,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2202_14025v1_legacy_claim19,2202.14025v1,data/slr/paper_texts/2202.14025v1.txt,verified_sentence,line 1281,"For quantum chemistry (UCCSD) circuits, we observe that PytketChem and FullReduce show the best performance according to CF (1Q) and CF (2Q) compression ratios as the overall circuit cost, which is in agreement with the",,true,,true,UCCSD subroutine ranking,PytketChem and FullReduce,other subroutines,"CF(1Q), CF(2Q), and circuit cost",A > B,,multi_objective,,false,,true,,,,,yes,relation_specific,dominance_check,yes,non_scalar_relation,,,no,,high,no,Stage 2 sample: multi-metric ranking confirmed.
ext_2304_08814v2_claim4,2304.08814v2,data/slr/paper_texts/2304.08814v2.txt,verified_sentence,line 371,"(ps) generates strictly less CNOTs than the naive decomposition, but the lookahead heuristic makes the algorithm slightly slower than naive. Re-synthesizing the trailing CNOTs is beneficial for circuits with more phase gadgets but for",,true,,true,synthesis algorithm comparison,ParitySynth (ps),naive decomposition,CNOT count,A < B,,scalar_directional,,true,,true,,,,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,,,no,,high,no,Stage 2 sample: scalar-directional CNOT reduction confirmed.
ext_2101_10296v3_claim3,2101.10296v3,data/slr/paper_texts/2101.10296v3.txt,verified_sentence,line 67,"solvers, we observe a median speedup of 8 .96 and a mean speedup of over 2726. In practice, the beneﬁts of using the",,true,,true,QAOA automorphism reduction,automorphism-reduced QAOA,baseline QAOA,speedup (aggregate),A > B,,aggregate,,false,,true,,,,,yes,relation_specific,aggregate_recompute,yes,non_scalar_relation,,,no,,high,no,Stage 2 sample: aggregate (median speedup); aggregate_recompute is formal.
ext_2411_10062v1_claim1,2411.10062v1,data/slr/paper_texts/2411.10062v1.txt,verified_sentence,line 883,Impact of the number of qubits. The first advantage of PUBO reformulations is that they necessitate less qubits than QUBO reformulations. This is a general difference between QUBO,,true,,true,railway timetabling QAOA,PUBO formulation,QUBO formulation,qubit count,A < B,,scalar_directional,,true,,false,,,,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,,no,,high,no,Stage 2 sample: scalar-directional qubit count comparison; missing-artifact blocker.
ext_2208_13380v2_claim2,2208.13380v2,data/slr/paper_texts/2208.13380v2.txt,verified_sentence,line 1064,"Secondly, the simulated trajectories are consistently slower than the measured trajectories; e.g. at ξ = 0.01 Φ0, the",,false,,false,nonstandard two-qubit Cartan trajectory simulation,measured Cartan trajectories,simulated Cartan trajectories,trajectory speed,A > B,,unclear_boundary,,false,,false,,,,,no,boundary_no_design,boundary_report,no,missing_comparator,yes,,yes,Layer 1 strict reading: simulation-vs-measurement is not a method-vs-method/tool/algorithm/config comparator.,medium,yes,Stage 2 sample CHANGE: simulation-vs-measurement is a verification setup; flag for reviewer.
ext_2405_07624v1_claim3,2405.07624v1,data/slr/paper_texts/2405.07624v1.txt,verified_sentence,line 752,behavior of the quantum solvers (DW and QAOA) is shallower than both SA and LS.,,true,,true,Max-Cut solver scaling,DW and QAOA,SA and LS,TTS scaling slope,A < B,,scalar_directional,,true,,false,,,,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,,no,,medium,no,Stage 2 sample: scaling-slope claim; missing-artifact for QAOA implementation.
ext_2311_16190v3_claim3,2311.16190v3,data/slr/paper_texts/2311.16190v3.txt,verified_sentence,line 1150,with edge occupancy 30%. Q-Pilot again shows an average of 10.0× reduction in compiled 2-Q gate count and an average of 6.7× reduction in the compiled circuit depth.,,true,,true,neutral-atom compilation,Q-Pilot,baseline compiler,2-Q gate count and circuit depth,A < B,,multi_objective,,false,,false,,,,,yes,relation_specific,dominance_check,yes,non_scalar_relation,,,no,,high,no,Stage 2 sample: multi-objective (gate count + depth).
ext_2110_00592v2_claim4,2110.00592v2,data/slr/paper_texts/2110.00592v2.txt,verified_sentence,line 736,"Nuwa outperforms other algorithms by a signiﬁcant margin, both with and without applying commutation",,true,,false,Nuwa routing/mapping,Nuwa,other algorithms (vague class),Swap gate count (implicit),A < B,,unclear_boundary,,false,,false,,,,,no,boundary_no_design,boundary_report,no,missing_comparator,yes,,yes,vague comparator class breaks Layer 2 specifiability,medium,yes,Stage 2 sample CHANGE: 'other algorithms' is vague; not claim-card-specifiable.
ext_2408_13316v2_claim2,2408.13316v2,data/slr/paper_texts/2408.13316v2.txt,verified_sentence,line 119,• We demonstrate that QuCLEAR is effective in optimizing logical circuits and may outperform hardware-aware algorithms when mapping to devices with limited connectivity,,true,,false,logical-circuit optimization under limited connectivity,QuCLEAR,hardware-aware algorithms,optimization quality,A > B (hedged),,unclear_boundary,,false,,false,,,,,no,boundary_no_design,boundary_report,no,missing_comparator,yes,,no,,medium,yes,Stage 2 sample: hedged 'may outperform'; comparator is vague class.
